Cus.ID,Date,Cus. Location,Age,Gender,Mobile Name,Sell Price,Does he/she Come from Facebook Page?,Does he/she Followed Our Page?,Did he/she buy any mobile before?,Did he/she hear of our shop before?,
2662,25-08-2024,Outside Rangamati,42,M,Pixel 8 Pro 12/256,17716,Yes,Yes,No,No,
2663,25-08-2024,Outside Rangamati,38,F,Note 11S 6/128,26259,No,Yes,No,Yes,
2664,25-08-2024,Inside Rangamati,44,F,Note 11S 6/128,20463,No,No,No,Yes,
2665,25-08-2024,Inside Rangamati,36,F,Pixel 8 Pro 12/256,21682,No,No,No,Yes,
2666,25-08-2024,Inside Rangamati,44,F,iQOO Z7 5G 6/128,20700,Yes,No,Yes,Yes,
2667,25-08-2024,Inside Rangamati,21,M,Note 11S 6/128,25957,No,No,No,No,
2668,25-08-2024,Inside Rangamati,29,F,Vivo Y200 5G 6/128,23353,Yes,No,No,No,
2669,25-08-2024,Rangamati Sadar,50,F,Vivo T3x 5G 8/128,13990,Yes,Yes,Yes,Yes,
2670,25-08-2024,Outside Rangamati,36,F,iQOO Neo 9 Pro 5G 12/256,40274,Yes,Yes,No,Yes,
2671,25-08-2024,Outside Rangamati,24,F,iPhone 16 Pro 256GB,17694,No,Yes,Yes,No,
2672,25-08-2024,Outside Rangamati,35,F,iPhone 16 Pro Max 1TB,21149,No,Yes,No,Yes,
2673,25-08-2024,Inside Rangamati,41,M,iPhone 16 Pro Max 1TB,13668,No,No,No,Yes,
2674,25-08-2024,Outside Rangamati,24,F,iQOO Neo 9 Pro 5G 12/256,19214,No,No,No,Yes,
2675,25-08-2024,Outside Rangamati,38,M,Note 11S 6/128,14770,Yes,No,No,Yes,
2676,25-08-2024,Outside Rangamati,33,F,Pixel 7a 8/128,17549,No,Yes,No,Yes,
2677,25-08-2024,Inside Rangamati,45,M,Narzo N53 4/64,13564,No,No,No,Yes,
2678,26-08-2024,Rangamati Sadar,50,M,Narzo N53 4/64,17972,Yes,No,No,Yes,
2679,26-08-2024,Inside Rangamati,50,F,iQOO Neo 9 Pro 5G 12/256,16045,Yes,No,No,Yes,
2680,26-08-2024,Rangamati Sadar,35,M,iPhone 16 Pro Max 1TB,14650,No,Yes,No,No,
2681,26-08-2024,Rangamati Sadar,34,M,Pixel 7a 8/128,25605,Yes,No,No,No,
2682,26-08-2024,Inside Rangamati,41,F,Note 14 Pro 5G 8/256,36248,No,No,No,Yes,
2683,26-08-2024,Rangamati Sadar,49,M,Redmi Note 12 Pro 8/128,20826,No,Yes,No,Yes,
2684,26-08-2024,Rangamati Sadar,45,F,Vivo Y200 5G 6/128,25946,No,No,No,Yes,
2685,26-08-2024,Rangamati Sadar,44,F,Redmi Note 12 Pro 8/128,21440,No,Yes,Yes,Yes,
2686,26-08-2024,Outside Rangamati,37,M,iQOO Neo 9 Pro 5G 12/256,13737,No,No,No,Yes,
2687,26-08-2024,Rangamati Sadar,24,M,Narzo N53 4/64,12915,No,Yes,Yes,No,
2688,26-08-2024,Rangamati Sadar,31,F,Pixel 8 Pro 12/256,111734,No,Yes,Yes,Yes,
2689,26-08-2024,Outside Rangamati,25,F,Note 14 Pro 5G 8/256,36150,Yes,Yes,No,Yes,
2690,26-08-2024,Rangamati Sadar,39,F,iPhone 16 Pro 256GB,67432,Yes,No,No,No,
2691,26-08-2024,Rangamati Sadar,25,F,iPhone 16 Pro 256GB,26752,Yes,Yes,No,No,
2692,26-08-2024,Outside Rangamati,40,F,iPhone 16 Pro 256GB,141010,No,No,No,Yes,
2693,26-08-2024,Inside Rangamati,36,M,Galaxy S24 Ultra 12/256,25744,Yes,Yes,No,No,
2694,26-08-2024,Rangamati Sadar,26,F,Pixel 8 Pro 12/256,25268,No,No,No,Yes,
2695,26-08-2024,Rangamati Sadar,50,M,iQOO Neo 9 Pro 5G 12/256,21463,No,No,No,Yes,
2696,26-08-2024,Rangamati Sadar,31,F,iPhone 16 Pro Max 1TB,70911,No,No,Yes,No,
2697,26-08-2024,Rangamati Sadar,44,M,iPhone 16 Pro 256GB,71029,Yes,Yes,Yes,No,
2698,26-08-2024,Rangamati Sadar,28,F,iQOO Z7 5G 6/128,21539,Yes,Yes,No,No,
2699,26-08-2024,Outside Rangamati,47,M,iPhone 16 Pro Max 1TB,14631,No,Yes,Yes,Yes,
2700,26-08-2024,Inside Rangamati,27,F,Galaxy S24 Ultra 12/256,23918,No,No,Yes,Yes,
2701,26-08-2024,Rangamati Sadar,50,F,Pixel 8 Pro 12/256,17354,No,No,No,No,
2702,26-08-2024,Inside Rangamati,41,M,Pixel 7a 8/128,15140,Yes,Yes,No,No,
2703,26-08-2024,Rangamati Sadar,20,F,Vivo Y200 5G 6/128,18387,Yes,No,No,Yes,
2704,26-08-2024,Rangamati Sadar,49,M,R-70 Turbo 5G 6/128,14723,Yes,Yes,No,Yes,
2705,27-08-2024,Inside Rangamati,41,M,Note 11S 6/128,14397,No,Yes,Yes,No,
2706,27-08-2024,Outside Rangamati,34,M,Narzo N53 4/64,25140,Yes,Yes,No,No,
2707,27-08-2024,Inside Rangamati,47,M,Vivo Y200 5G 6/128,19764,No,No,No,Yes,
2708,27-08-2024,Rangamati Sadar,21,F,Galaxy S24 Ultra 12/256,25391,Yes,No,No,No,
2709,27-08-2024,Outside Rangamati,50,F,Pixel 8 Pro 12/256,21174,Yes,No,No,Yes,
2710,27-08-2024,Rangamati Sadar,48,M,Note 11S 6/128,23576,No,No,No,Yes,
2711,27-08-2024,Outside Rangamati,47,F,Note 11S 6/128,18750,No,No,Yes,Yes,
2712,27-08-2024,Rangamati Sadar,45,M,Vivo T3x 5G 8/128,25505,No,No,No,No,
2713,27-08-2024,Outside Rangamati,33,M,Pixel 7a 8/128,44358,No,No,No,No,
2714,27-08-2024,Outside Rangamati,48,F,Vivo Y200 5G 6/128,22617,Yes,Yes,Yes,Yes,
2715,27-08-2024,Outside Rangamati,43,M,Note 11S 6/128,18016,No,No,No,No,
2716,27-08-2024,Inside Rangamati,29,M,Note 11S 6/128,15641,No,Yes,Yes,No,
2717,27-08-2024,Outside Rangamati,37,M,iPhone 16 Pro Max 1TB,70944,No,No,No,Yes,
2718,27-08-2024,Outside Rangamati,32,F,Redmi Note 12 Pro 8/128,24209,No,Yes,No,Yes,
2719,27-08-2024,Inside Rangamati,48,M,Moto G85 5G 8/128,26318,Yes,Yes,No,Yes,
2720,27-08-2024,Rangamati Sadar,41,F,iPhone 16 Pro 256GB,18161,No,No,No,Yes,
2721,27-08-2024,Rangamati Sadar,42,M,iPhone 16 Pro 256GB,18884,Yes,No,No,No,
2722,27-08-2024,Rangamati Sadar,46,M,Pixel 8 Pro 12/256,16908,No,No,No,Yes,
2723,27-08-2024,Rangamati Sadar,35,F,Note 11S 6/128,12762,Yes,Yes,No,No,
2724,27-08-2024,Inside Rangamati,25,M,iPhone 16 Pro Max 1TB,19787,Yes,No,No,Yes,
2725,27-08-2024,Outside Rangamati,19,F,Narzo N53 4/64,16535,No,Yes,Yes,No,
2726,28-08-2024,Rangamati Sadar,35,F,Vivo Y200 5G 6/128,21063,No,Yes,No,Yes,
2727,28-08-2024,Inside Rangamati,44,M,iPhone 16 Pro Max 1TB,18655,Yes,Yes,Yes,Yes,
2728,28-08-2024,Outside Rangamati,25,F,R-70 Turbo 5G 6/128,24076,Yes,No,No,Yes,
2729,28-08-2024,Inside Rangamati,19,F,iPhone 16 Pro 256GB,14262,No,Yes,No,Yes,
2730,28-08-2024,Rangamati Sadar,24,F,Vivo T3x 5G 8/128,22442,Yes,No,No,Yes,
2731,28-08-2024,Rangamati Sadar,33,F,iPhone 16 Pro Max 1TB,199585,No,Yes,Yes,No,
2732,28-08-2024,Outside Rangamati,21,M,iPhone 16 Pro Max 1TB,16014,No,Yes,Yes,Yes,
2733,28-08-2024,Outside Rangamati,34,M,R-70 Turbo 5G 6/128,16569,Yes,Yes,No,Yes,
2734,28-08-2024,Inside Rangamati,46,F,R-70 Turbo 5G 6/128,13300,Yes,No,No,Yes,
2735,28-08-2024,Outside Rangamati,33,F,Galaxy M35 5G 8/128,17335,No,No,No,No,
2736,28-08-2024,Outside Rangamati,27,F,Note 11S 6/128,17815,No,Yes,No,No,
2737,28-08-2024,Rangamati Sadar,24,F,Moto G85 5G 8/128,16003,No,Yes,No,No,
2738,28-08-2024,Outside Rangamati,43,F,R-70 Turbo 5G 6/128,18352,No,Yes,No,Yes,
2739,28-08-2024,Rangamati Sadar,31,F,iQOO Z7 5G 6/128,18587,Yes,Yes,No,No,
2740,28-08-2024,Outside Rangamati,34,M,Galaxy M35 5G 8/128,26616,Yes,No,No,Yes,
2741,28-08-2024,Inside Rangamati,34,F,Redmi Note 12 Pro 8/128,27498,Yes,Yes,No,Yes,
2742,28-08-2024,Inside Rangamati,33,F,iQOO Neo 9 Pro 5G 12/256,14188,No,Yes,Yes,No,
2743,28-08-2024,Outside Rangamati,23,M,Narzo N53 4/64,13565,No,No,No,No,
2744,28-08-2024,Inside Rangamati,30,F,Note 14 Pro 5G 8/256,25317,No,No,No,Yes,
2745,28-08-2024,Inside Rangamati,23,F,Redmi Note 12 Pro 8/128,20054,No,No,Yes,Yes,
2746,28-08-2024,Rangamati Sadar,42,F,iPhone 16 Pro 256GB,16840,No,No,No,No,
2747,28-08-2024,Outside Rangamati,23,F,Vivo T3x 5G 8/128,13553,No,No,No,Yes,
2748,28-08-2024,Rangamati Sadar,44,M,Galaxy S24 Ultra 12/256,13218,No,No,No,Yes,
2749,28-08-2024,Inside Rangamati,40,F,Narzo N53 4/64,13185,No,No,No,No,
2750,29-08-2024,Outside Rangamati,49,F,Vivo T3x 5G 8/128,25786,No,Yes,No,No,
2751,29-08-2024,Rangamati Sadar,48,M,iQOO Neo 9 Pro 5G 12/256,25850,No,No,No,No,
2752,29-08-2024,Inside Rangamati,30,F,Moto G85 5G 8/128,20569,No,No,Yes,Yes,
2753,29-08-2024,Outside Rangamati,50,F,R-70 Turbo 5G 6/128,22396,Yes,Yes,Yes,Yes,
2754,29-08-2024,Outside Rangamati,50,F,iPhone 16 Pro Max 1TB,25771,No,No,No,No,
2755,29-08-2024,Outside Rangamati,44,M,Galaxy S24 Ultra 12/256,20522,Yes,No,No,Yes,
2756,29-08-2024,Rangamati Sadar,39,F,Narzo N53 4/64,13223,Yes,Yes,Yes,Yes,
2757,29-08-2024,Outside Rangamati,27,F,R-70 Turbo 5G 6/128,24709,No,No,No,No,
2758,29-08-2024,Rangamati Sadar,25,M,Note 14 Pro 5G 8/256,36981,Yes,No,Yes,No,
2759,29-08-2024,Outside Rangamati,30,F,Pixel 8 Pro 12/256,27744,No,No,No,Yes,
2760,29-08-2024,Outside Rangamati,31,F,Vivo Y200 5G 6/128,25089,No,No,No,Yes,
2761,29-08-2024,Rangamati Sadar,39,M,Pixel 7a 8/128,44977,No,No,No,No,
2762,29-08-2024,Outside Rangamati,25,F,iPhone 16 Pro Max 1TB,17647,No,No,Yes,Yes,
2763,29-08-2024,Inside Rangamati,32,F,Narzo N53 4/64,13104,Yes,Yes,No,No,
2764,29-08-2024,Inside Rangamati,41,F,Pixel 7a 8/128,16635,No,No,Yes,Yes,
2765,29-08-2024,Rangamati Sadar,19,F,iQOO Neo 9 Pro 5G 12/256,22483,No,No,No,Yes,
2766,29-08-2024,Rangamati Sadar,38,M,Redmi Note 12 Pro 8/128,23028,Yes,No,No,No,
2767,29-08-2024,Inside Rangamati,23,M,Note 14 Pro 5G 8/256,21686,No,Yes,Yes,Yes,
2768,29-08-2024,Outside Rangamati,20,M,Vivo Y200 5G 6/128,26762,No,No,No,Yes,
2769,29-08-2024,Inside Rangamati,48,F,iQOO Z7 5G 6/128,16877,No,Yes,No,Yes,
2770,29-08-2024,Rangamati Sadar,26,F,Galaxy A55 5G 8/128,26612,No,No,No,Yes,
2771,29-08-2024,Inside Rangamati,18,F,Galaxy S24 Ultra 12/256,15292,No,No,No,Yes,
2772,29-08-2024,Inside Rangamati,23,F,Galaxy M35 5G 8/128,17642,No,Yes,Yes,Yes,
2773,29-08-2024,Outside Rangamati,21,F,Note 11S 6/128,15091,Yes,Yes,No,No,
2774,29-08-2024,Rangamati Sadar,34,M,Galaxy M35 5G 8/128,14241,No,Yes,No,No,
2775,29-08-2024,Rangamati Sadar,46,M,Galaxy M35 5G 8/128,12761,No,No,No,No,
2776,30-08-2024,Outside Rangamati,18,F,iQOO Neo 9 Pro 5G 12/256,40821,No,Yes,Yes,Yes,
2777,30-08-2024,Rangamati Sadar,31,M,Note 14 Pro 5G 8/256,22094,Yes,Yes,No,Yes,
2778,30-08-2024,Outside Rangamati,18,M,iPhone 16 Pro Max 1TB,22644,No,Yes,No,Yes,
2779,30-08-2024,Outside Rangamati,44,F,Galaxy S24 Ultra 12/256,58759,No,No,Yes,No,
2780,30-08-2024,Outside Rangamati,26,F,Note 11S 6/128,23920,Yes,Yes,Yes,Yes,
2781,30-08-2024,Inside Rangamati,24,M,Redmi Note 12 Pro 8/128,15939,Yes,No,No,No,
2782,30-08-2024,Inside Rangamati,27,M,iQOO Z7 5G 6/128,20642,No,No,No,Yes,
2783,30-08-2024,Inside Rangamati,30,M,Vivo T3x 5G 8/128,24882,Yes,Yes,No,Yes,
2784,30-08-2024,Outside Rangamati,23,M,iQOO Z7 5G 6/128,20419,No,No,Yes,Yes,
2785,30-08-2024,Outside Rangamati,20,F,Pixel 8 Pro 12/256,19882,No,No,No,Yes,
2786,30-08-2024,Inside Rangamati,21,M,Pixel 8 Pro 12/256,17032,Yes,Yes,Yes,Yes,
2787,30-08-2024,Inside Rangamati,48,M,Narzo N53 4/64,18783,No,Yes,No,Yes,
2788,30-08-2024,Rangamati Sadar,48,M,Pixel 7a 8/128,44022,Yes,Yes,No,Yes,
2789,30-08-2024,Outside Rangamati,44,M,Moto G85 5G 8/128,25686,No,Yes,No,No,
2790,30-08-2024,Rangamati Sadar,49,M,Galaxy M35 5G 8/128,25020,No,Yes,No,No,
2791,30-08-2024,Rangamati Sadar,48,F,Vivo Y200 5G 6/128,23880,Yes,Yes,No,No,
2792,30-08-2024,Inside Rangamati,47,F,Pixel 7a 8/128,12775,No,No,No,No,
2793,30-08-2024,Rangamati Sadar,39,F,Vivo T3x 5G 8/128,17032,No,No,Yes,Yes,
2794,30-08-2024,Rangamati Sadar,19,F,Galaxy M35 5G 8/128,25437,No,Yes,Yes,No,
2795,30-08-2024,Inside Rangamati,29,M,Note 11S 6/128,24073,No,No,No,No,
2796,30-08-2024,Inside Rangamati,29,F,iQOO Z7 5G 6/128,20170,No,Yes,No,Yes,
2797,30-08-2024,Rangamati Sadar,26,M,Narzo N53 4/64,23203,No,No,Yes,Yes,
2798,30-08-2024,Inside Rangamati,41,F,Pixel 8 Pro 12/256,25404,Yes,Yes,Yes,Yes,
2799,30-08-2024,Rangamati Sadar,50,F,Pixel 7a 8/128,44562,Yes,No,No,Yes,
2800,30-08-2024,Outside Rangamati,42,F,Galaxy A55 5G 8/128,39890,No,Yes,No,No,
2801,31-08-2024,Rangamati Sadar,19,F,Galaxy S24 Ultra 12/256,14636,No,Yes,No,Yes,
2802,31-08-2024,Inside Rangamati,19,F,Vivo T3x 5G 8/128,23417,No,No,No,Yes,
2803,31-08-2024,Outside Rangamati,47,M,R-70 Turbo 5G 6/128,24258,No,No,No,Yes,
2804,31-08-2024,Rangamati Sadar,46,F,iPhone 16 Pro 256GB,17133,No,No,No,Yes,
2805,31-08-2024,Rangamati Sadar,45,M,iPhone 16 Pro Max 1TB,14038,No,No,Yes,No,
2806,31-08-2024,Outside Rangamati,29,F,iQOO Neo 9 Pro 5G 12/256,19800,Yes,No,Yes,No,
2807,31-08-2024,Outside Rangamati,18,M,Pixel 7a 8/128,44527,No,Yes,No,No,
2808,31-08-2024,Rangamati Sadar,48,F,iQOO Neo 9 Pro 5G 12/256,14204,Yes,No,Yes,Yes,
2809,31-08-2024,Outside Rangamati,44,F,Galaxy S24 Ultra 12/256,16123,Yes,No,Yes,No,
2810,31-08-2024,Outside Rangamati,45,F,iQOO Neo 9 Pro 5G 12/256,26119,No,Yes,No,Yes,
2811,31-08-2024,Inside Rangamati,48,M,iQOO Neo 9 Pro 5G 12/256,13021,No,No,No,No,
2812,31-08-2024,Outside Rangamati,39,F,Galaxy A55 5G 8/128,15495,No,Yes,No,Yes,
2813,31-08-2024,Rangamati Sadar,36,M,R-70 Turbo 5G 6/128,15687,No,No,Yes,No,
2814,31-08-2024,Rangamati Sadar,23,F,Note 11S 6/128,16724,No,No,Yes,Yes,
2815,31-08-2024,Inside Rangamati,24,F,Pixel 7a 8/128,44311,No,No,No,Yes,
2816,31-08-2024,Rangamati Sadar,29,M,Narzo N53 4/64,13657,Yes,No,No,No,
2817,31-08-2024,Outside Rangamati,37,F,Vivo Y200 5G 6/128,23603,Yes,No,No,No,
2818,31-08-2024,Outside Rangamati,24,M,Vivo T3x 5G 8/128,24686,No,Yes,No,No,
2819,31-08-2024,Outside Rangamati,41,F,Galaxy M35 5G 8/128,13167,No,Yes,No,Yes,
2820,31-08-2024,Inside Rangamati,24,M,iQOO Z7 5G 6/128,21812,No,No,No,No,
2821,31-08-2024,Outside Rangamati,38,M,iPhone 16 Pro 256GB,16265,Yes,Yes,Yes,Yes,
2822,31-08-2024,Outside Rangamati,28,F,iPhone 16 Pro 256GB,18910,Yes,No,No,No,
2823,31-08-2024,Inside Rangamati,27,M,Redmi Note 12 Pro 8/128,12989,Yes,No,No,Yes,
2824,31-08-2024,Outside Rangamati,32,F,Redmi Note 12 Pro 8/128,26849,Yes,Yes,No,No,
2825,01-09-2024,Inside Rangamati,48,M,iQOO Neo 9 Pro 5G 12/256,23121,No,Yes,No,Yes,
2826,01-09-2024,Inside Rangamati,44,M,iQOO Neo 9 Pro 5G 12/256,17822,Yes,No,Yes,Yes,
2827,01-09-2024,Outside Rangamati,43,M,Galaxy A55 5G 8/128,22188,No,Yes,No,Yes,
2828,01-09-2024,Rangamati Sadar,18,M,iQOO Neo 9 Pro 5G 12/256,40807,Yes,No,Yes,Yes,
2829,01-09-2024,Rangamati Sadar,28,F,Vivo T3x 5G 8/128,25534,No,Yes,No,Yes,
2830,01-09-2024,Outside Rangamati,20,F,Pixel 8 Pro 12/256,20349,No,Yes,No,Yes,
2831,01-09-2024,Rangamati Sadar,21,M,iQOO Neo 9 Pro 5G 12/256,22864,No,No,No,Yes,
2832,01-09-2024,Inside Rangamati,29,F,Pixel 8 Pro 12/256,13179,No,No,No,Yes,
2833,01-09-2024,Rangamati Sadar,20,M,Vivo T3x 5G 8/128,26015,Yes,No,No,Yes,
2834,01-09-2024,Outside Rangamati,48,M,Note 11S 6/128,17996,No,Yes,Yes,No,
2835,01-09-2024,Outside Rangamati,32,F,Note 11S 6/128,13983,Yes,No,Yes,No,
2836,01-09-2024,Rangamati Sadar,49,M,R-70 Turbo 5G 6/128,24205,No,No,No,No,
2837,01-09-2024,Rangamati Sadar,47,F,iPhone 16 Pro Max 1TB,199786,No,No,No,Yes,
2838,01-09-2024,Inside Rangamati,49,F,Vivo Y200 5G 6/128,26403,Yes,Yes,No,No,
2839,01-09-2024,Inside Rangamati,32,F,iQOO Neo 9 Pro 5G 12/256,23474,Yes,Yes,No,Yes,
2840,01-09-2024,Outside Rangamati,49,M,Vivo T3x 5G 8/128,21150,Yes,No,No,Yes,
2841,01-09-2024,Outside Rangamati,31,F,Note 11S 6/128,18592,Yes,Yes,No,Yes,
2842,01-09-2024,Rangamati Sadar,32,F,Note 11S 6/128,15653,Yes,Yes,No,No,
2843,01-09-2024,Outside Rangamati,24,F,Vivo Y200 5G 6/128,14039,No,Yes,No,Yes,
2844,01-09-2024,Outside Rangamati,20,F,Vivo Y200 5G 6/128,20595,Yes,No,No,Yes,
2845,01-09-2024,Outside Rangamati,22,M,iQOO Neo 9 Pro 5G 12/256,15098,No,No,Yes,No,
2846,01-09-2024,Inside Rangamati,49,F,Galaxy S24 Ultra 12/256,26964,No,Yes,No,Yes,
2847,01-09-2024,Rangamati Sadar,47,M,Narzo N53 4/64,26706,No,Yes,Yes,Yes,
2848,01-09-2024,Outside Rangamati,29,M,iQOO Z7 5G 6/128,26541,No,No,No,Yes,
2849,01-09-2024,Outside Rangamati,23,F,Vivo T3x 5G 8/128,17869,No,Yes,No,No,
2850,01-09-2024,Rangamati Sadar,27,M,Note 14 Pro 5G 8/256,14435,No,No,Yes,Yes,
2851,02-09-2024,Inside Rangamati,49,F,R-70 Turbo 5G 6/128,24093,No,Yes,Yes,Yes,
2852,02-09-2024,Outside Rangamati,22,F,Note 11S 6/128,13630,No,Yes,No,No,
2853,02-09-2024,Outside Rangamati,18,M,iQOO Neo 9 Pro 5G 12/256,14181,Yes,Yes,Yes,Yes,
2854,02-09-2024,Inside Rangamati,18,M,Vivo T3x 5G 8/128,13368,No,No,Yes,Yes,
2855,02-09-2024,Inside Rangamati,43,M,Pixel 8 Pro 12/256,44590,No,No,No,Yes,
2856,02-09-2024,Rangamati Sadar,46,M,iPhone 16 Pro Max 1TB,22695,No,No,Yes,No,
2857,02-09-2024,Inside Rangamati,21,M,Vivo T3x 5G 8/128,22900,No,Yes,No,No,
2858,02-09-2024,Outside Rangamati,20,M,Vivo Y200 5G 6/128,15151,No,No,No,Yes,
2859,02-09-2024,Outside Rangamati,39,M,iQOO Z7 5G 6/128,24817,No,Yes,No,Yes,
2860,02-09-2024,Inside Rangamati,20,M,Pixel 7a 8/128,20254,Yes,No,Yes,No,
2861,02-09-2024,Rangamati Sadar,24,F,Galaxy A55 5G 8/128,39447,No,No,No,No,
2862,02-09-2024,Inside Rangamati,23,F,Note 14 Pro 5G 8/256,22196,No,No,No,No,
2863,02-09-2024,Outside Rangamati,19,F,iQOO Neo 9 Pro 5G 12/256,40253,Yes,No,Yes,No,
2864,02-09-2024,Outside Rangamati,47,M,Narzo N53 4/64,13263,No,Yes,No,No,
2865,02-09-2024,Outside Rangamati,47,F,R-70 Turbo 5G 6/128,19043,Yes,No,No,No,
2866,02-09-2024,Rangamati Sadar,24,F,Vivo T3x 5G 8/128,19003,No,No,Yes,Yes,
2867,02-09-2024,Outside Rangamati,24,F,Note 14 Pro 5G 8/256,21930,Yes,No,No,Yes,
2868,02-09-2024,Inside Rangamati,29,F,Vivo T3x 5G 8/128,23290,No,Yes,No,Yes,
2869,02-09-2024,Rangamati Sadar,20,M,Galaxy S24 Ultra 12/256,42028,No,Yes,No,No,
2870,02-09-2024,Inside Rangamati,34,F,Galaxy A55 5G 8/128,21650,No,Yes,No,Yes,
2871,02-09-2024,Rangamati Sadar,46,M,Vivo Y200 5G 6/128,14176,No,No,Yes,No,
2872,02-09-2024,Outside Rangamati,42,F,iPhone 16 Pro 256GB,17842,No,Yes,Yes,No,
2873,02-09-2024,Outside Rangamati,34,F,iQOO Z7 5G 6/128,21019,Yes,No,Yes,Yes,
2874,02-09-2024,Rangamati Sadar,44,M,Vivo Y200 5G 6/128,18084,Yes,Yes,No,No,
2875,02-09-2024,Inside Rangamati,49,F,iPhone 16 Pro 256GB,15978,Yes,No,No,No,
2876,02-09-2024,Rangamati Sadar,28,F,Vivo T3x 5G 8/128,17794,No,No,Yes,Yes,
2877,02-09-2024,Inside Rangamati,45,M,R-70 Turbo 5G 6/128,20812,Yes,No,Yes,Yes,
2878,02-09-2024,Inside Rangamati,41,M,Pixel 8 Pro 12/256,58652,Yes,No,No,Yes,
2879,02-09-2024,Inside Rangamati,50,F,Pixel 8 Pro 12/256,23371,No,No,No,Yes,
2880,02-09-2024,Outside Rangamati,37,M,iQOO Neo 9 Pro 5G 12/256,26528,No,No,No,No,
2881,02-09-2024,Inside Rangamati,50,M,Moto G85 5G 8/128,24932,No,Yes,No,Yes,
2882,02-09-2024,Inside Rangamati,25,F,Redmi Note 12 Pro 8/128,27593,Yes,Yes,No,Yes,
2883,02-09-2024,Rangamati Sadar,42,M,iPhone 16 Pro 256GB,60464,No,No,No,No,
2884,03-09-2024,Outside Rangamati,40,M,Pixel 7a 8/128,14058,Yes,Yes,No,Yes,
2885,03-09-2024,Outside Rangamati,26,F,Note 11S 6/128,15530,No,No,Yes,Yes,
2886,03-09-2024,Outside Rangamati,27,M,Vivo Y200 5G 6/128,16362,No,Yes,Yes,No,
2887,03-09-2024,Outside Rangamati,38,F,Pixel 7a 8/128,44717,No,Yes,No,Yes,
2888,03-09-2024,Rangamati Sadar,27,M,Moto G85 5G 8/128,26605,No,No,Yes,Yes,
2889,03-09-2024,Outside Rangamati,45,M,Narzo N53 4/64,14739,No,Yes,No,Yes,
2890,03-09-2024,Inside Rangamati,32,F,Narzo N53 4/64,17986,No,No,No,Yes,
2891,03-09-2024,Inside Rangamati,39,M,Moto G85 5G 8/128,26061,Yes,No,No,No,
2892,03-09-2024,Inside Rangamati,39,F,Narzo N53 4/64,25847,Yes,No,No,No,
2893,03-09-2024,Rangamati Sadar,30,F,Narzo N53 4/64,22082,No,Yes,No,Yes,
2894,03-09-2024,Outside Rangamati,35,M,Note 14 Pro 5G 8/256,22365,Yes,Yes,No,Yes,
2895,03-09-2024,Outside Rangamati,40,F,Narzo N53 4/64,15100,No,No,No,Yes,
2896,03-09-2024,Outside Rangamati,25,M,Narzo N53 4/64,12905,No,No,No,Yes,
2897,03-09-2024,Inside Rangamati,42,M,Vivo Y200 5G 6/128,23545,No,No,No,No,
2898,03-09-2024,Rangamati Sadar,24,M,Redmi Note 12 Pro 8/128,25233,No,Yes,No,Yes,
2899,03-09-2024,Outside Rangamati,33,F,Galaxy A55 5G 8/128,13542,No,No,No,Yes,
2900,03-09-2024,Inside Rangamati,24,F,Note 14 Pro 5G 8/256,25141,No,No,No,Yes,
2901,03-09-2024,Inside Rangamati,23,F,iQOO Z7 5G 6/128,20732,No,No,No,Yes,
2902,03-09-2024,Outside Rangamati,35,F,Galaxy S24 Ultra 12/256,12773,No,Yes,No,Yes,
2903,03-09-2024,Rangamati Sadar,31,F,Note 11S 6/128,19320,No,Yes,No,Yes,
2904,03-09-2024,Outside Rangamati,45,F,Vivo Y200 5G 6/128,13021,No,Yes,No,No,
2905,03-09-2024,Inside Rangamati,20,M,Narzo N53 4/64,19389,No,No,No,Yes,
2906,03-09-2024,Rangamati Sadar,35,F,iQOO Neo 9 Pro 5G 12/256,23874,No,Yes,No,No,
2907,03-09-2024,Outside Rangamati,50,M,iQOO Neo 9 Pro 5G 12/256,45835,No,No,No,Yes,
2908,03-09-2024,Outside Rangamati,24,F,R-70 Turbo 5G 6/128,23887,Yes,Yes,No,Yes,
2909,03-09-2024,Outside Rangamati,38,M,R-70 Turbo 5G 6/128,25447,No,Yes,No,Yes,
2910,03-09-2024,Inside Rangamati,25,M,Pixel 8 Pro 12/256,57238,Yes,Yes,No,Yes,
2911,03-09-2024,Outside Rangamati,19,M,Narzo N53 4/64,24715,No,Yes,Yes,No,
2912,03-09-2024,Inside Rangamati,33,F,Redmi Note 12 Pro 8/128,17083,No,No,No,Yes,
2913,03-09-2024,Outside Rangamati,36,M,Pixel 7a 8/128,25854,No,No,Yes,Yes,
2914,03-09-2024,Outside Rangamati,19,F,Galaxy M35 5G 8/128,18978,Yes,No,Yes,No,
2915,03-09-2024,Rangamati Sadar,42,M,Pixel 7a 8/128,19161,No,No,No,Yes,
2916,03-09-2024,Inside Rangamati,31,F,Vivo T3x 5G 8/128,13633,No,No,No,Yes,
2917,03-09-2024,Inside Rangamati,41,F,Note 11S 6/128,15186,No,No,No,Yes,
2918,04-09-2024,Outside Rangamati,50,F,Narzo N53 4/64,18048,Yes,Yes,Yes,No,
2919,04-09-2024,Rangamati Sadar,23,M,Narzo N53 4/64,13177,Yes,No,No,No,
2920,04-09-2024,Inside Rangamati,20,F,iQOO Z7 5G 6/128,16663,No,No,No,No,
